id,l3,rooms,bathrooms,surface_total,surface_covered,price,property_type
CeADfRx/MqcZJDtu54E8UA==,Villa Urquiza,1,1,38,34,86000,Departamento
bdNlSy7qsCBvU036rOBEtA==,Belgrano,1,1,40,30,125000,Departamento
U6xXURDd0ZPLKYIivioanw==,Mataderos,1,1,35,35,82000,Departamento
gj6fV8Qx0Dz0VvyWQVQ+2A==,Retiro,2,1,45,45,107000,Departamento
IvirlhsxXlM+Vk1cSIAy3g==,Liniers,2,1,49,41,153000,Departamento
kQaMdAUSr66/sVihaOH8Wg==,Liniers,2,1,55,42,120000,Departamento
RLTZLv56zoagJxj3uJvo9A==,Palermo,2,1,28,28,70000,Departamento
7psavSoCb/4aNpqEGRlnNg==,Palermo,2,1,37,34,120000,Departamento
fy7O+hJ8wRBffonR5N7+7g==,Belgrano,2,2,66,66,219764,Departamento
/i1g6cYQjOH8uGOJcrtMTQ==,Belgrano,2,2,112,56,233343,Departamento
4al38HBGhOYh/q7hCDJe0A==,Recoleta,1,1,37,33,125000,Departamento
LzBdV+OcxGdy7wicrVwX4Q==,Caballito,2,1,50,46,155000,Departamento
zmLvkT6oJJUVXE2uQNVZSQ==,Villa del Parque,2,1,43,40,135000,Departamento
rds1Kr/N6nZLDRE53FYoHQ==,Parque Centenario,1,1,39,35,97500,Departamento
urMrRgffGuX1YLSpKo1AcA==,Villa Pueyrredón,1,1,46,40,100000,Departamento
dFRVA6vXEwHjq5V8P0vmqw==,Villa Pueyrredón,2,1,41,35,119000,Departamento
wwgem4l/KvI/1lGlB9u1oQ==,Retiro,3,2,102,72,190000,Departamento
ikx8hOgpG8zL4r2gNlw1pQ==,Almagro,3,2,100,100,160000,Departamento
CoXfpCji7XQnpu+MPHXkCQ==,Palermo,3,1,62,62,160000,Departamento
HhvCVNfyk/yaPL6MZQSCzQ==,Recoleta,3,2,102,72,190000,Departamento
STrWoOG0p3EjEBxFAU9STg==,Saavedra,3,1,69,57,230000,Departamento
P1NjBh+AntWzp4OGSLdD7w==,Balvanera,3,1,60,48,140000,Departamento
5cENK7cULEzOWd00gNFpow==,Caballito,3,2,65,65,205000,Departamento
oP+hmmohIgujF571yStoVw==,Parque Chas,3,2,70,62,152500,Departamento
TM/LCSTyMMX1HsNIH4Zlfw==,Villa Santa Rita,3,1,68,58,127030,Departamento
lY2Ar/XiHMVR+ePhi2niGg==,Villa Santa Rita,3,1,68,58,127030,Departamento
sdXJaE8D/K+2ZWNy8qqbzA==,Villa Santa Rita,3,1,68,58,127030,Departamento
e1xctGfy/xkgB4gM31YAqQ==,Villa Santa Rita,3,1,70,60,130800,Departamento
A2iWPW7aznMbtyq8ssRI+A==,Villa Santa Rita,3,1,70,60,130800,Departamento
GG68hzTgIzXEoTVm3BDeKw==,Paternal,4,1,202,124,170000,PH
vUCRgsRVSuv4tLjllLqWQA==,Villa Luro,4,2,123,118,235000,Casa
2E/LfQb7/pc9CUjnJ7oM+w==,Villa Luro,4,3,180,160,330000,Casa
G9csS1WmKy7wgbvdNY3S4w==,Belgrano,4,2,171,156,748000,Departamento
cxn21f69brInZLam83GtBA==,Recoleta,4,3,155,135,480000,Departamento
ESXtcMIq8dA9SSZB8FKnAw==,Recoleta,4,3,160,150,500000,Departamento
c/epI8sjBLpa56bz2coQfQ==,Caballito,3,1,102,90,325000,Departamento
SIxofGFGNzhkaM4YpT5ZWQ==,Parque Chas,4,4,125,115,310000,Departamento
L/Y//cF7pV10N4EOavOLsw==,Villa Urquiza,4,4,125,115,310000,Departamento
jhfSPGDgXo2SIPN3sTF50Q==,Boca,1,1,42,42,80000,Departamento
gmodw0ARogCxmK1sJijGjQ==,Boca,1,1,42,42,95000,Departamento
91dXMRBEzyLLaZSWwuRpEw==,Boedo,1,1,34,32,86000,Departamento
KGxIzy54hmXyBWCOUDu7xA==,Liniers,1,1,44,43,90000,Departamento
T8pWglBQwLt6n5p2yZZqKA==,Palermo,1,1,40,35,109000,Departamento
EI7v+XvPj8OuC2ffbgOdrQ==,Palermo,1,1,37,35,165000,Departamento
sIhGmt2+BUyZUDJTSP7N2g==,Barracas,1,1,42,42,80000,Departamento
vbBa9Z/qYtAV5KRWA7x1vg==,Barracas,1,1,42,40,76900,Departamento
ISzVxh9GPAhMlVN7oclpYA==,Barracas,1,1,42,42,95000,Departamento
GKjR20ssCh4kRLF94OzKkA==,Paternal,1,1,34,31,82000,Departamento
fr3X9CuDaW4dKUXpV5x1xw==,Recoleta,1,1,65,42,184000,Departamento
Qc6kN/fLAog655Yp59ExwQ==,Saavedra,1,1,29,29,85000,Departamento
3+bapTUo/AQgEO8sm6yAFQ==,San Telmo,1,1,31,27,86000,Departamento
PzMu7FFC4GozOVNudtC5Hw==,San Telmo,1,1,48,27,99000,Departamento
tR5mTKcSUVHp5LQzvUW/pA==,San Telmo,1,1,47,42,123000,Departamento
g7JgHOSSKNF8fN2QRRMphQ==,San Telmo,1,1,38,31,98000,Departamento
hy9usGG9RFnfIKGXgH2l9A==,Colegiales,1,1,53,47,152000,Departamento
Y6sOW1pzWusjPo8bzVNGUA==,Colegiales,1,1,45,38,199000,Departamento
396yPLgB8pm6wjvTfXEcrg==,Barrio Norte,1,1,30,30,99000,Departamento
GwJYLJdAZxu7AWFN+ZCuLg==,Barrio Norte,1,1,44,42,165000,Departamento
PioBa4kuWHuFkCJr3wFK6w==,Barrio Norte,1,1,35,35,140000,Departamento
7voYZkts5N3YFoR7eSKDAg==,Villa Crespo,1,1,36,34,107000,Departamento
kCYJTagpKGejQxiXdCGmbw==,Villa Urquiza,1,1,28,26,80500,Departamento
Bu3FVhKux2RGGKgU4wBJ2Q==,Villa Urquiza,1,1,29,29,89000,Departamento
wU2SDEH9/1aiMtUGffbwhw==,Villa Urquiza,1,1,39,36,110900,Departamento
vhMLmiM947OOG+7xAEKk+w==,Villa Urquiza,1,1,29,27,83300,Departamento
d3CgvT2gZmbgoqHmQkm+GA==,Villa Urquiza,1,1,38,38,95000,Departamento
CKXZxQLywBAV03r1vZja4w==,Villa Urquiza,1,1,37,34,111400,Departamento
5qqKD2pT+G0Wey5yQx2Whg==,Villa Urquiza,1,1,65,50,129000,Departamento
z3hGWvW6fnb2nme9JuOPFg==,Parque Chacabuco,1,1,33,33,80000,Departamento
BD2yN1OFodEFUrTJcrBi8w==,Villa del Parque,1,1,41,38,89000,Departamento
QSpuDfIpqyobC6XmnilkAA==,Boedo,2,1,61,61,149500,PH
S8zlidWW7JXG38V58YTi7g==,Mataderos,2,1,91,56,120000,PH
aApaIRhQVkzDcvWUOGBibA==,Villa Ortuzar,2,1,61,61,165000,PH
WJ0Aa+i+VgC7iAhb27UhZg==,Villa Urquiza,2,1,46,40,145000,PH
luP6GSuap+2IfzEYk5jg5Q==,Villa Urquiza,2,1,44,44,99000,PH
qBsh8cVukSZFbpWBEbcrCA==,Villa Urquiza,2,1,61,44,165000,PH
yR5TRVaSZeFKXLyYgnVlMA==,Mataderos,2,2,110,100,250000,Casa
8vcIXJR7wNS6r+EPhOA42A==,Villa del Parque,2,2,108,70,220000,Casa
K2b3hEYx61fdBtJIyTVYAA==,Villa del Parque,2,2,108,70,207000,Casa
UdU6rvoTyEqHHXJ/XthjSQ==,Boedo,2,1,56,49,110000,Departamento
iT9XxB2K8aQCZmziXWsk4Q==,Boedo,2,2,59,51,150000,Departamento
0qY7honux9sPDJVCez921w==,Flores,2,1,38,34,105000,Departamento
INvjON1QQ2xKQuWsVtTspg==,Retiro,2,1,45,45,119000,Departamento
NXUSVYEsf548Y4cBsb/8Xw==,Retiro,2,1,35,35,93900,Departamento
WkksotrsvegwuwQF8ap/rQ==,Almagro,2,1,42,42,130000,Departamento
x3Cd3xj1Dyy/PJtZFcxYwQ==,Almagro,2,1,35,35,86000,Departamento
P7SUgC+JkOpE8bRSGr+AKw==,Almagro,2,1,41,34,98000,Departamento
sfWR0v8CUhSFn4VzvQ/jlw==,Liniers,2,1,45,44,92000,Departamento
HdF0Upd81V8lg3Iw/JykvA==,Liniers,2,1,45,44,92000,Departamento
GiF92P3buYw7pmuccmOnuA==,Palermo,2,1,38,36,110000,Departamento
6IIZtBJqll/fopHQGWaonQ==,Palermo,2,1,50,50,170000,Departamento
T8ImpaoAZdKKxirQothkzg==,Palermo,2,1,33,31,133500,Departamento
3xRgN88acvx4KYnPim7bPQ==,Palermo,2,2,71,40,225000,Departamento
4WdJ+mAhu5lHi/0NBVcJiw==,Palermo,2,1,40,37,139000,Departamento
sqmDHUM8tO/vIG8dgMmAPg==,Palermo,2,1,49,46,185000,Departamento
RReprgMzPWxOIzd9BN4bdw==,Palermo,2,1,49,46,168000,Departamento
o/pUa9KLdGLGszjxsAgrvA==,Barracas,2,1,35,34,75000,Departamento
OLHKBf4bpvndpdRI3ord+g==,Barracas,2,1,65,65,114900,Departamento
98r/6Mz1FNWSVpDq/rDh7w==,Belgrano,2,1,34,34,110000,Departamento
evATLhRBRvi9CYehGet/DQ==,Belgrano,2,2,76,76,350000,Departamento
k7u6RJ+Gowy6J17Dol2Ezg==,Belgrano,2,1,49,49,165000,Departamento
kpKHeKb7EowYEfGKN/BWQA==,Belgrano,2,1,36,36,97000,Departamento
o5EtwYGMtCY9gSLsiuLHRw==,Belgrano,2,1,62,51,104000,Departamento
mvOScArdIDsZ1ur2lqa1cg==,Belgrano,2,1,56,47,199000,Departamento
XbEYs3Dv8FzmAu1u6mn/MQ==,Belgrano,2,2,49,46,148000,Departamento
GDoVKLxY8b4IGljZ8VkPYg==,Congreso,2,1,44,41,99900,Departamento
Lrl9A4ATjPKWsmoUAfSm/w==,Congreso,2,1,44,44,95000,Departamento
b+GKWvRhX4m6R5phwj9kIQ==,Paternal,2,1,38,36,85000,Departamento
VEW78vR/NNX9PkbZXGLrWg==,Recoleta,2,1,40,37,129000,Departamento
fbP7f2YWEkMnyotIWf7BAg==,Caballito,2,1,49,45,143000,Departamento
RZrA1jAUI/jybrjgjp2pXw==,Caballito,2,2,88,78,155000,Departamento
v6X4wzsNWgXXTxJaerdnNA==,Caballito,2,1,64,60,200000,Departamento
x0l2miHmiRh+6+VpiGdTRg==,Caballito,2,1,35,35,82000,Departamento
L367HCJhtF2Il+X+4GqISw==,Caballito,2,1,32,32,95000,Departamento
FbkFJFm1I8wQuPQ1zhYWxA==,Caballito,2,1,58,55,239000,Departamento
wodKO0uJi4UUG9Kz5X0tRA==,Chacarita,2,1,37,37,127000,Departamento
puFY1z32Y+D3SB8/uWXUEg==,Monserrat,2,1,52,52,84000,Departamento
gFEl9boGvjMNPBvUzWb7wA==,San Telmo,2,1,68,62,124500,Departamento
eXoBv97TXLim4YT1eaFX5A==,Colegiales,2,1,50,50,170000,Departamento
TXoUXPfFXTQ2SXWcDFus7Q==,Parque Chas,2,1,44,41,149000,Departamento
lIY8CyvzYckM2aVsiIC77Q==,Barrio Norte,2,1,70,62,256000,Departamento
I5CtTL6T7SNhtutTg2P7dw==,Barrio Norte,2,1,49,43,113800,Departamento
OWUNv+4vq8rEb3gTgPhphA==,San Nicolás,2,1,35,35,93900,Departamento
OsPACynb+OmttQ+75sO+cw==,San Nicolás,2,1,35,35,93900,Departamento
FLacTnb/fMxEpR844f3TOw==,Villa Crespo,2,1,34,34,85000,Departamento
khlyPRITKqRuGNy19jKLrw==,Villa Crespo,2,1,39,39,86000,Departamento
RLwgt6gpb7syDMuKmZWxhw==,Villa Crespo,2,1,44,37,124000,Departamento
2ouI8rKrFZ2PygNFfO+ikQ==,Villa Crespo,2,2,100,90,188500,Departamento
xOvOrGsA5RL89pCIe6sCtw==,Villa Crespo,2,1,38,35,104573,Departamento
9ThCTn+DP1/ilbzFN7r1oQ==,Villa Crespo,2,1,39,36,107948,Departamento
zZG/iZ05xZq3U/bb7AnW0A==,Puerto Madero,2,1,65,57,350000,Departamento
AaMY2e85dv+2kIqWaOnG0Q==,Puerto Madero,2,3,125,125,739000,Departamento
uW7vSONp1pNjPupRiQCIzg==,San Cristobal,2,1,48,44,115000,Departamento
NGDHP4E8R38cKChwSI6LlA==,San Cristobal,2,1,39,36,72000,Departamento
xD2GLug69OM1CnydZHHpYw==,Villa Urquiza,2,1,63,40,179000,Departamento
Eo1g2Q+ukMHC2taHYFGkJA==,Villa Urquiza,2,1,48,45,92000,Departamento
bbDNX6cLfd7MDkr6lNkV6Q==,Villa Urquiza,2,1,43,41,180000,Departamento
ni7GZQanBpBMKi2R9zJq0w==,Villa Urquiza,2,1,49,49,129000,Departamento
dKftDQjzNoUWiaVy7go5vA==,Villa Urquiza,2,1,53,49,143000,Departamento
OKvLR9X210euOtqxoFjBxg==,Villa Urquiza,2,1,67,57,115690,Departamento
rabTLPWkCDhpYGfm8708Tg==,Villa Urquiza,2,1,57,57,188400,Departamento
yZ4Y6OOFDWqmmxfwYx4uTA==,Villa del Parque,2,1,39,38,99900,Departamento
LDgCAYBVTSrckoBWh5ZDfw==,Parque Centenario,2,1,43,43,126000,Departamento
CzQMItSXwBEGCzwDGGgGhQ==,Villa Pueyrredón,2,1,49,49,129000,Departamento
UYVECfKMjgO85Ltz27+bQQ==,Centro / Microcentro,2,1,61,61,135000,Departamento
+mr7A9qwD1mBYvw13WKkdQ==,Boedo,3,2,117,76,243000,PH
OAncfCvL2aKemQGAGYDrkw==,Boedo,3,1,90,79,145000,PH
O4ZpVWE9j5yzRBQqlMHj1A==,Boedo,3,1,73,73,153000,PH
NyEyTvUcDQCZvDe+pmQyyw==,Boedo,3,2,113,78,243000,PH
yVu7A9/C+lLHyAGkjFKeqw==,Flores,3,1,106,106,225000,PH
WqIUqs2Uzptf9FS5IR8ZOw==,Almagro,3,1,143,143,180000,PH
X6jNWo7vC04zjw/LyruDAw==,Palermo,3,3,100,75,320000,PH
WFSwtxc3mUs7fpVW2P4ubw==,Saavedra,3,1,125,58,120000,PH
jbEZ8tnAogxnN/GH23yvMA==,Villa Devoto,3,1,113,113,305000,PH
FU+mJOIXzRv58wZS1qaGkw==,Villa Santa Rita,3,1,67,48,115000,PH
Dp+54ZhvkUTOPtKPJIk+NQ==,Versalles,3,2,200,160,220000,Casa
53R3mGF4SSpL5SqK+VdJtQ==,Boedo,3,1,49,49,100000,Departamento
GD/I9i8zJQ+wPCyNW4Dk0w==,Flores,3,1,75,68,195000,Departamento
yUE2ChvYfolXMupg/XV5fw==,Flores,3,1,48,48,96000,Departamento
wsUokPpQku3QXZ1OVlQCYw==,Nuñez,3,1,77,69,305000,Departamento
gBX3YjApJUdIiHWZaysCdA==,Nuñez,3,1,94,54,227000,Departamento
KyUZDVKBU76QlDe+D02Z9Q==,Nuñez,3,2,80,72,355000,Departamento
QKT/ntHhw7UlxUUNWVXmgQ==,Retiro,3,1,80,73,169000,Departamento
V3LT5xl2T/nJ6QEyUg/7sA==,Almagro,3,2,68,60,230000,Departamento
oNyPwLnzjJG4cJl+r/+NQg==,Almagro,3,3,115,105,300000,Departamento
tIolGeVP7ZlQ027e9szCTg==,Almagro,3,1,87,80,217000,Departamento
QjS8SGkajRfsNZi4jQrEAQ==,Almagro,3,1,121,51,165000,Departamento
LO1Wz3pkJ91V/5bOzDX+Yg==,Almagro,3,1,73,68,215000,Departamento
Fwsk1PCTHhEvM8K4P7TJ4Q==,Almagro,3,1,55,52,143000,Departamento
OGR8ICveHSQrluXzrwPaBg==,Almagro,3,1,87,80,217000,Departamento
zys6WhKvoyStYvPvJg9tAQ==,Almagro,3,2,72,66,180000,Departamento
vWn+LROCP3qy+83b/Rtirg==,Palermo,3,1,66,66,250000,Departamento
osjgEJZBbkq0xs2LE8XfIA==,Palermo,3,1,65,60,275000,Departamento
rirTCWKEwLxRutDQh2UV8w==,Palermo,3,1,86,78,235000,Departamento
NwSYETmSSfe17KD0Az2y3w==,Palermo,3,1,60,60,189000,Departamento
NBZnEKn7Rl0+oK/9gahWgg==,Palermo,3,3,127,127,630000,Departamento
0KJY//pvWc2YE22ZrpMx1A==,Palermo,3,1,68,68,200000,Departamento
QY9aB3x6Ry6aMPbf3GI1HA==,Palermo,3,1,52,52,178000,Departamento
7k1jnwvklOGwNvtE9+bc8g==,Palermo,3,1,66,60,226000,Departamento
bmmNhts2ASKVomdURTO/sw==,Belgrano,3,1,55,54,175000,Departamento
AWdd5noP/F1TAmjdoL+PUA==,Belgrano,3,2,70,70,219500,Departamento
cGJX+0HVUE5v6pg0brswfA==,Belgrano,3,2,141,141,720000,Departamento
uplSmb+uf5GhPZ3EGzhs+w==,Belgrano,3,1,74,66,162000,Departamento
FJlIER1pEx38VZ6BQW2IBQ==,Belgrano,3,1,82,62,165000,Departamento
GIR4u7u2qqRVFHexNZ3+6w==,Floresta,3,1,56,51,148000,Departamento
HYnkjfUJXvG8sE0JxyjVZg==,Recoleta,3,2,80,70,210000,Departamento
uo1biPXIEyaXeyuq+ttnvQ==,Recoleta,3,2,72,66,248000,Departamento
sR/Pp6xrDZwkzgfxZwHW4A==,Recoleta,3,2,138,138,580000,Departamento
5LUqhdaVkDqWkaqas1e12A==,Recoleta,3,2,125,125,570000,Departamento
VLAMB04lXeBYOjtKK310zw==,Recoleta,3,1,71,71,230000,Departamento
X/SzeFzIXlk45cTS4iI++w==,Balvanera,3,1,49,49,100000,Departamento
cR54GGjD+uqgNsJTwPuJDA==,Balvanera,3,2,60,55,160000,Departamento
HFwKxKqUhbqTCRh7kXzvEQ==,Caballito,3,1,81,71,240000,Departamento
GPdaZR8HAaBLuGNnu+n9ng==,Caballito,3,1,55,54,115000,Departamento
tLb5chokzVoSWA0ediKcZw==,Caballito,3,2,78,74,306674,Departamento
R0LCt2r+Fg1mWRk+MB6/XA==,Caballito,3,1,60,60,175000,Departamento
aJS42GaQOHB/AcnmQmhdwA==,Caballito,3,4,137,129,367000,Departamento
1HZpVkeWUTC8qdGIoaNLEQ==,Caballito,3,1,78,72,285000,Departamento
Flu8wLkHafmYfDCo+NYhrg==,Caballito,3,1,71,63,167500,Departamento
W2VmXqmNsr5k+Of5NGxYWg==,San Telmo,3,1,78,66,157000,Departamento
386krGFpCxSm39v8X+99SQ==,Villa Luro,3,1,58,49,90000,Departamento
RbCMlv6SlcLVQeL3BwMfoQ==,Barrio Norte,3,1,78,75,215000,Departamento
p5v9OS4C0XffXgL2u5dawQ==,Las Cañitas,3,4,113,103,439000,Departamento
otD22bKYwxiAu9DiSrwP3g==,Las Cañitas,3,4,113,103,439000,Departamento
BzrfvjRuN/FW6OEKYRo9KA==,Monte Castro,3,1,99,66,152000,Departamento
Mll63vVewXEXytNEPL/KUg==,San Nicolás,3,1,72,63,166000,Departamento
TwtxLJ2xj9aLdtW6l61ReQ==,Villa Crespo,3,1,65,65,138000,Departamento
HSA+waRJitgAek26+yrbdA==,San Cristobal,3,1,45,41,89000,Departamento
X4kkBnANN3mCVXVX3iMlfA==,San Cristobal,3,1,49,49,100000,Departamento
uQafw/BMdvVLNw2PHd2dDQ==,Villa Urquiza,3,1,90,90,299000,Departamento
vIrQfubXGRmeRuELwlINqA==,Villa Urquiza,3,1,40,40,130000,Departamento
4azz1fRDeTNw8VUiS8oZhQ==,Villa Urquiza,3,2,85,67,257000,Departamento
WS3UqqZlCad1xh4lkN9pzA==,Villa Santa Rita,3,1,72,58,149000,Departamento
M4CDd2PNkjZC+Yi/VnnJag==,Villa del Parque,3,2,75,72,219000,Departamento
qRHB6WEZ7D/4kUrbRv9hUA==,Parque Centenario,3,1,73,68,215000,Departamento
yg+MDhLS92uyWzOjp/u/mg==,Boca,4,2,134,107,119000,PH
T2tbM4ihAigifdkenj2F5Q==,Palermo,4,1,84,84,200000,PH
Y4/WOnpMQFLfR5Xut3v2PA==,Palermo,4,3,190,148,445000,PH
eOixjgwjiJdsX1KbMJbKHQ==,Pompeya,4,1,140,140,219000,PH
CLW6lTQ0ireI34QH/77kAw==,Villa Crespo,4,2,150,127,305000,PH
emesTE0psxGKdW3oqjAUyg==,Villa Crespo,4,2,150,127,305000,PH
92QOW3kFUoc157cX/hZBrA==,Parque Chacabuco,4,1,145,70,180000,PH
HbmF7AW9j9NLrDG4H+MQCg==,Villa del Parque,4,1,121,109,183000,PH
iqc9AkTY53TClC6uvH/Llg==,Villa Pueyrredón,4,1,176,104,175000,PH
yI5tg2fSAWJ/NfAdQ5B6uw==,Liniers,4,2,180,135,215000,Casa
/xI6P/j5xHK+LnvZ1o//0A==,Versalles,4,2,265,230,430000,Casa
2Ku4hbGQkyqOrsEdESjNxA==,Boca,4,2,76,73,120000,Departamento
VUVmSYltpDYm/hNRaN9R2Q==,Flores,4,1,80,75,165000,Departamento
KjQhzVnaZdXK0FbHk51zFw==,Nuñez,4,2,84,80,370000,Departamento
KBv/7Echfo8+sg4Fam0e3A==,Nuñez,4,2,84,80,370000,Departamento
8D+JAfI7mgIR+KQ1kIYejA==,Nuñez,4,1,109,109,330000,Departamento
GZhN6wTSU0jyBWkYhqsi1A==,Almagro,4,2,136,95,350000,Departamento
+rGeoAT8ittE9M1+C0Pk5A==,Palermo,4,2,130,110,650000,Departamento
fr4aj+bTgnEs4tJDdvvzmQ==,Palermo,4,1,96,96,360000,Departamento
/tEpdckWD/vSYSVDkw3eFw==,Palermo,4,2,105,90,249000,Departamento
ILbM86aQlwpZY+m0V+hMDg==,Palermo,4,2,100,98,230000,Departamento
SfeI9B9LvqOkvXPikqJX9Q==,Palermo,4,2,98,81,200000,Departamento
/T9Z1J4csZbvZ9hdLQFp6g==,Belgrano,4,3,135,127,640000,Departamento
NPkDhDPhggorBueKCnNW1Q==,Belgrano,4,2,174,157,360000,Departamento
Gmv3wmTlaCyeVeWVUp4qGg==,Belgrano,4,1,66,66,192000,Departamento
yH3pXcv7MpG9mzaRE3GVSA==,Belgrano,4,3,157,132,525000,Departamento
3pYURkZXQfr5bGGqbxDkBw==,Recoleta,4,2,83,83,240000,Departamento
ho63MOzjDfwYQqYAIT9zNg==,Recoleta,4,3,214,214,800000,Departamento
0J7opobMJkpZzBf3G9ilYw==,Recoleta,4,2,110,110,315000,Departamento
jHLqJA7KQy2OH/FVcxx0CQ==,Recoleta,4,2,132,127,450000,Departamento
upOZPJTkuHWzS6IkhraRqw==,Recoleta,4,1,88,88,340000,Departamento
ZrgCfQ1kuGsW1NEgnetjZw==,Caballito,4,3,98,90,240000,Departamento
uhjXz5kaY+0gGFCfYHGSiA==,Caballito,4,2,157,125,445000,Departamento
w8oWFIcTxldkuJrzvRv88Q==,Caballito,4,1,112,93,270000,Departamento
ErlgqViQDz3J8LNnnY2MDw==,Chacarita,4,1,80,75,250000,Departamento
cmryLHZT0y7gxTnEwTtUIA==,Villa Luro,4,2,100,100,210000,Departamento
xH5VlPYGAjE1A4eUfLBRdg==,Barrio Norte,4,2,111,100,294500,Departamento
2yZDGssfCyrXcQ69JMlRYA==,Las Cañitas,4,2,81,70,220000,Departamento
oImkPxNl6GwicKQ7bDJCrQ==,Villa Crespo,4,3,112,103,270000,Departamento
jw53IiRhJPG0XiPKYVcpcg==,Villa Devoto,4,2,115,100,300000,Departamento
PUe57LU+0tXMiGe5DOAlYg==,Parque Chacabuco,4,2,109,100,360000,Departamento
A+JLIGzdt244or+c3cT7Yg==,Villa del Parque,4,2,110,90,220000,Departamento
KMXqiMcFCE8wAzmjIBdvRQ==,Parque Centenario,4,2,84,84,225000,Departamento
fy5CNMgkGBtqukB5x51rhw==,San Telmo,5,2,211,211,485000,PH
FKZdDfEmnz6iR831p5rQvQ==,Palermo,5,3,182,182,580000,Departamento
GZ87VQ/KbFGKpQ+26cgo/Q==,Belgrano,5,2,177,147,530000,Departamento
Z0EpmWQ0Vs/4Obop697c/Q==,Recoleta,5,2,135,135,368000,Departamento
p3YRSNIQgYEVuhEljDbhVA==,Recoleta,5,2,178,178,540000,Departamento
e5j0BGArdGl65ywXuszO0Q==,Recoleta,5,2,270,265,765000,Departamento
x7839PepCI8OsUfaP6rHxw==,Recoleta,5,2,270,265,765000,Departamento
vpBpLyHgckR0NaQJQb/cfw==,Balvanera,5,4,200,200,650000,Departamento
17B85Z46axp9eyv64m5s3w==,San Telmo,5,2,98,96,182000,Departamento
ck5iRfwizWl94Q02d/DHhQ==,Las Cañitas,5,3,133,129,430000,Departamento
fqnKoBTJ9svr5KYgYptwKg==,Saavedra,6,3,155,130,220000,PH
F991cUdWY/rpYqFBZMmCiQ==,Villa Pueyrredón,6,3,270,255,535000,Casa
wtf+wZpcO/ZeD6J4GT+niQ==,Palermo,6,2,213,213,810000,Departamento
UxVC1MwLYA7MOCfZ9cAJ2Q==,Recoleta,6,1,137,137,550000,Departamento
blnUMMPS/jd8dQHble5F1w==,Recoleta,6,3,174,174,570000,Departamento
27+Ax7Y7118PwuxEa2V1vw==,Barrio Norte,6,2,161,161,470000,Departamento
2EKLewA64YxC6aF/+Z+5Ew==,Saavedra,8,3,309,222,349000,Departamento
zNlc0diRzUAg3Zr4p8waFQ==,Centro / Microcentro,8,2,217,217,260000,Departamento
2STql9hV4JO7gPMUze+yZg==,Saavedra,2,1,51,37,135000,PH
j+acq/W8fbGnmkX7R5O7Hg==,Almagro,1,1,56,56,100000,Casa
lyPVfxOjchqZkAjWnW3qbg==,Once,2,1,56,53,95000,Departamento
9rWY2bSgaHOPN3FN+k1wnA==,Flores,4,2,92,82,169500,Departamento
PT/eLtqv9cXcp09KM48sWA==,Flores,4,2,90,90,145000,Departamento
spxMBG/5XTPmW9pDzyTiDg==,Nuñez,2,1,42,40,138000,Departamento
qPxlbZihYw3QyG6mp/h73g==,Nuñez,2,1,42,40,138000,Departamento
ii1aUimf1m5GZVzte0GgYQ==,Almagro,2,2,72,66,260000,Departamento
DR+1/RY79i5LOjBkZEyE8w==,Almagro,1,1,39,36,79000,Departamento
JAtt/7h6VApSyIM3lvwpGg==,Palermo,1,1,36,32,103000,Departamento
Xcff0FEYnod5rhHHmUF9WA==,Palermo,1,1,28,28,95000,Departamento
ij0p9jj/GNeeflRnuiGs2Q==,Palermo,3,1,50,50,170000,Departamento
y1TJrypo5fLrZYMXPkRRFg==,Palermo,1,1,40,35,109000,Departamento
ELDzpkqj+tjiEfjcb1giXA==,Palermo,4,2,125,113,450000,Departamento
immyWxSJlLnJo3945PHuwg==,Palermo,2,1,81,70,365000,Departamento
iEyw5NiuA/0k64S+ed5+Ug==,Belgrano,3,1,51,51,180000,Departamento
nLHEVw8Hn27QnlcEmHUwOg==,Belgrano,5,4,225,205,595000,Departamento
5ksmriqN3SOK+LCcOasLrw==,Belgrano,3,3,83,74,290000,Departamento
pExzkh3o8+m8FDQpcYrOFw==,Belgrano,5,3,145,145,580000,Departamento
puFxk1m+1r4mXDDYe8Arew==,Recoleta,4,3,181,176,520000,Departamento
MGgyDUEdnhepW3ZtHHaIHA==,Recoleta,3,1,64,57,190000,Departamento
sVRoxYhTVBPdnDu8L5bSrw==,Caballito,5,2,160,128,690000,Departamento
kGuVZ3dRss904cpoKPj31Q==,Caballito,4,2,94,85,275000,Departamento
fV36uO8McsC2aAJdGboH8A==,Caballito,2,1,43,43,99000,Departamento
7+IwLiENspquBPwvY9P2ZA==,Caballito,4,2,92,82,175000,Departamento
TDjerEx75WnfwZqQWvQNAw==,Caballito,1,1,60,47,165000,Departamento
gURqkW2EIcguvpHPh7x6uA==,Caballito,2,1,60,51,162600,Departamento
oqkIfmHZkfSWWDuyjvIYpw==,Caballito,2,1,50,47,127000,Departamento
XVtTuHTWVTaOqQslx5YueQ==,Caballito,5,2,160,128,640000,Departamento
jN/7FgJ6gPiu/D7s48rA8A==,Caballito,4,2,92,82,171000,Departamento
MAAk62diaqWdb7EsCoQNGA==,Chacarita,2,1,116,58,169000,Departamento
pdtNwonQRpNqH4K9g0Qzew==,San Telmo,2,1,52,47,160621,Departamento
/QgI210i+RXQoDAZ8hZzqA==,Colegiales,3,2,76,66,305000,Departamento
